anime_id,Name,Score,Genres,English name,Episodes
34280,Gamers!,6.92,"Game, Comedy, Romance, School",Gamers!,12
34281,High School DxD Hero,7.28,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD Hero,12
34283,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,6.7,"Comedy, Historical",Ninja Girl & Samurai Master:Episode 0,1
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.64,"Slice of Life, Drama, Magic, Fantasy",Yuki Yuna is a Hero:The Washio Sumi Chapter,6
34286,KiyaKiya,Unknown,"Music, Psychological",Unknown,1
34289,Schoolgirl Strikers: Animation Channel,5.72,"Action, Sci-Fi, School",Unknown,13
34290,Kirakira☆Precure A La Mode,6.92,"Action, Fantasy, Magic, Shoujo, Slice of Life",Unknown,49
34292,Kamigami no Ki,5.97,"Comedy, Historical, Supernatural",Kamigami no Ki,17
34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.11,"Slice of Life, Comedy",Ai-Mai-Mi Surgical Friends,12
34299,Digimon Adventure tri. 4: Soushitsu,7.34,"Action, Adventure, Comedy, Drama",Digimon Adventure tri. Loss,1
34300,Quanzhi Fashi,7.29,"Action, Fantasy, Magic, School",QUANZHIFASHI,12
34302,Precure Dream Stars! Movie,6.81,"Action, Comedy, Magic, Fantasy, Shoujo",Unknown,1
34304,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,6.75,"Music, Slice of Life, School, Shoujo",Unknown,1
34307,Ring ni Kakero 1 Pilot,Unknown,"Action, Sports, Shounen",Unknown,1
34309,Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,Unknown,"Comedy, Supernatural",Unknown,8
34310,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,Unknown,"Cars, Kids",Unknown,1
34311,Ecchi na Shintai Sokutei Anime Edition,6.28,Hentai,Unknown,1
34312,Saimin Class,6.29,Hentai,Unknown,2
34314,Crayon Shin-chan Gaiden: Omocha Wars,6.39,"Action, Comedy, Ecchi, Seinen",Unknown,13
34315,Shimajirou to Niji no Oasis,Unknown,Kids,Unknown,1
34318,Mekakucity V's,7.38,"Music, Romance, Super Power, Supernatural",Mekakucity V's,4
34321,Fate/Grand Order: First Order,6.78,"Action, Supernatural, Magic, Fantasy",Fate/Grand Order -First Order-,1
34323,Hi☆sCoool! SeHa Girls Special,Unknown,"Comedy, Game, School, Sports",Unknown,1
34324,Chiryokumaru,5.17,Action,Unknown,1
34325,Pokemon XY&Z Specials,7.02,"Action, Adventure, Comedy, Kids, Fantasy",Unknown,2
34328,Iwaki Meisei Daigaku,Unknown,"School, Slice of Life",Unknown,3
34332,Hulaing Babies,5.88,"Slice of Life, Comedy",Unknown,12
34336,Glass no Kamen Desu ga to Z Specials,Unknown,"Comedy, Parody",Unknown,2
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,6.26,"Historical, Romance",Ikemen Sengoku:Bromances Across Time,12
34338,Lost Song,7.01,"Drama, Fantasy",Unknown,12
34340,Hikoichi Tonchi Banashi,Unknown,Historical,Hikoichi's Wits,1
34342,Maki to Kanta to Jiijii to.,Unknown,Drama,"Firewood, Kanta and Granpa",1
34346,Pig: Oka no Ue no Dam Keeper,6.98,Fantasy,Pig:The Dam Keeper Poems,10
34348,Rescue Academia,Unknown,"Sci-Fi, Adventure",Unknown,Unknown
34349,Diamond no Ace: Second Season OVA,7.59,"Comedy, Sports, School, Shounen",Unknown,2
34350,Alice to Zouroku,7.12,"Adventure, Mystery, Seinen",Alice & Zoroku,12
34353,Himitsukessha Taka no Tsume Specials,Unknown,"Comedy, Parody, Super Power",Unknown,4
34354,Himitsukessha Taka no Tsume: Christmas Daisakusen,Unknown,"Comedy, Parody, Super Power",Unknown,1
34355,Cofun Gal no Coffy (TV): Christmas Daisakusen,Unknown,"Comedy, Parody",Unknown,1
34356,Cofun Gal no Coffy (TV) Specials,Unknown,"Comedy, Parody",Unknown,4
34358,Ocha-ken: Hotto Monogatari,Unknown,"Kids, Slice of Life",Unknown,13
34361,Kyonyuu Reijou MC Gakuen,6.82,Hentai,Unknown,2
34363,Ocha-ken: Ryokutto Monogatari,Unknown,"Slice of Life, Kids",Unknown,13
34366,Kimi dake no Boku de Iru kara,6.08,Music,Unknown,1
34367,Long Riders! Recap,5.71,"Slice of Life, Comedy, Sports, Shounen",Unknown,1
34368,Vatican Kiseki Chousakan,6.39,"Mystery, Supernatural, Drama",Vatican Miracle Examiner,12
34369,Himitsukessha Taka no Tsume Countdown Specials,Unknown,"Comedy, Parody, Super Power",Unknown,5
34370,Cofun Gal no Coffy Campus Life Specials,Unknown,"Comedy, Parody",Unknown,5
34371,Taka no Tsume x Ballad Katte ni Senden Movie,Unknown,"Comedy, Parody",Unknown,1
34372,Cofun Gal no Coffy Campus Life: Intro,Unknown,"Comedy, Parody",Unknown,1
34373,Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,Unknown,"Comedy, Parody",Unknown,12
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,7.54,"Slice of Life, Drama, Magic, Fantasy",Unknown,1
34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.81,"Drama, Fantasy, Magic, Slice of Life",Unknown,1
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,8.0,"Drama, Fantasy, Magic, Slice of Life",Unknown,1
34382,Citrus,6.51,"Drama, Romance, School, Shoujo Ai",Citrus,12
34383,Netsuzou TRap,5.37,"Drama, Romance, Shoujo Ai",Netsuzou Trap -NTR-,12
34388,Shikkoku no Shaga The Animation,7.27,Hentai,Unknown,3
34389,Koro-sensei Quest!,7.1,"Comedy, Magic, Shounen",Koro Sensei Quest!,12
34391,Mobile Suit Gundam Thunderbolt 2nd Season,7.28,"Action, Military, Sci-Fi, Space, Drama, Mecha",Unknown,4
34392,One Room,5.57,Slice of Life,One Room,12
34393,Room Mate,4.76,"Harem, Slice of Life",Room Mate,12
34394,Yuuki Yuuna wa Yuushabu Shozoku,6.49,"Slice of Life, Comedy, Magic, Fantasy",Unknown,1
34399,Taimanin Asagi 3,6.48,"Hentai, Demons, Supernatural",Unknown,2
34402,Love Kome: We Love Rice,4.64,Slice of Life,Love Rice,12
34403,Hajimete no Gal,6.31,"Comedy, Ecchi, Romance, School, Shounen",My First Girlfriend is a Gal,10
34406,Punpun Polka,4.93,"Kids, Music",Unknown,1
34409,Chuuko Video-ya no Onna Tenin X,5.71,"Comedy, Shounen",Unknown,1
34410,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,Unknown,"Comedy, Magic, Shoujo",Balala the Faries:Over the Rainbow,26
34411,Taishou Mebiusline: Chicchai-san,4.73,"Historical, Supernatural",Unknown,12
34412,Hashiri Hajimeta bakari no Kimi ni,6.63,Music,Unknown,1
34414,Nanbaka 2,7.51,"Action, Comedy, Drama",Nanbaka:Season 2,12
34416,The Snack World: Hitogirai no Renny,Unknown,"Adventure, Comedy, Fantasy, Kids",Snack World:Lenny the Misanthrope,1
34417,SAIGO,Unknown,Dementia,Unknown,1
34418,Hibi no Awa,5.68,Music,Unknown,1
34420,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,7.38,Fantasy,Isekai Izakaya:Japanese Food From Another World,24
34422,Two Tea Two,5.14,Dementia,Two Tea Two,1
34423,Spring has come!,Unknown,Music,Spring has come!,1
34424,How Low Sympathy,Unknown,Music,How Low Sympathy,1
34425,Rokuko-chan,Unknown,Kids,Rocco chan,1
34426,Union Union,Unknown,Kids,Union Union,1
34427,Frame Arms Girl,6.42,"Action, Sci-Fi, Slice of Life, Mecha",Unknown,12
34428,Overlord Movie 2: Shikkoku no Eiyuu,7.66,"Action, Game, Supernatural, Magic, Fantasy",Overlord:The Dark Hero,1
34430,Detective Conan Movie 21: The Crimson Love Letter,7.68,"Action, Mystery, Historical, Police, Drama, Romance",Unknown,1
34432,Balloon (Music),5.5,Music,Unknown,1
34436,Age of Obscure: Boubaku Jidai,Unknown,Dementia,Unknown,1
34437,Code Geass: Fukkatsu no Lelouch,7.97,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",Code Geass:Lelouch of the Re;surrection,1
34438,Code Geass: Hangyaku no Lelouch I - Koudou,7.94,"Action, Military, Sci-Fi, Super Power, Mecha, School",Code Geass:Lelouch of the Rebellion I - Initiation,1
34439,Code Geass: Hangyaku no Lelouch II - Handou,7.68,"Action, Mecha, Military, School, Sci-Fi, Super Power",Code Geass:Lelouch of the Rebellion II - Transgression,1
34440,Code Geass: Hangyaku no Lelouch III - Oudou,8.04,"Action, Mecha, Military, School, Sci-Fi, Super Power",Code Geass:Lelouch of the Rebellion III - Glorification,1
34443,Baki,7.21,"Action, Martial Arts, Shounen",Unknown,26
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,"Drama, Fantasy, Magic, Slice of Life",Yuki Yuna is a Hero:The Hero Chapter,6
34447,Masou Gakuen HxH Specials,6.56,"Harem, Ecchi",Unknown,6
34449,The Reflection,5.14,"Action, Super Power",The Reflection,12
34450,Mahou Sensei Negima! Tokubetsu Eizou,6.1,Music,Unknown,4
34451,Kekkai Sensen & Beyond,7.88,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",Blood Blockade Battlefront & Beyond,12
34453,Uma Musume: Pretty Derby,6.52,"Music, Sports",Unknown,1
34454,Granblue Fantasy,6.48,Fantasy,Granblue Fantasy,Unknown
34455,Princess Connect!,6.07,Fantasy,Princess Connect!,3
34456,Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,Unknown,"Comedy, Parody, Super Power",Unknown,24
34458,Ousama to Nightingale,Unknown,"Fantasy, Kids",Unknown,1
34464,Gijinka de Manabo!,5.42,"Sci-Fi, Comedy",Unknown,1
34465,Ao no Exorcist: Kyoto Fujouou-hen OVA,7.14,"Action, Demons, Supernatural, Fantasy, Shounen",Unknown,2
34467,Yami Shibai 4,5.73,"Dementia, Horror, Supernatural",Yamishibai:Japanese Ghost Stories 4,13
34471,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.83,"Demons, Kids, Supernatural",Yo-kai Watch Shadowside:The Return of the Oni King,1
34472,Geki Drive,Unknown,"Action, Cars",Geki Drive,1
34474,Tsukipro The Animation,6.73,Music,Unknown,13
34475,Monster Strike: Rain of Memories,6.52,"Action, Game, Fantasy",Monster Strike:Rain of Memories,1
34476,Platonic Chain: Ansatsu Jikkouchuu,Unknown,"Sci-Fi, Slice of Life",Unknown,1
34480,Shokugeki no Souma: Ni no Sara OVA,7.53,"Ecchi, School, Shounen",Unknown,2
34481,Getsuyoubi no Tawawa Specials,6.59,"Slice of Life, Ecchi",Tawawa on Monday Specials,2
34486,Star Ocean: Anamnesis,Unknown,"Action, Fantasy",Star Ocean:Anamnesis,Unknown
34488,Gan Gan Ganko-chan,Unknown,"Sci-Fi, Comedy, Kids",Unknown,10
34489,Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,5.94,Comedy,Unknown,1
34490,Sushi Azarashi,Unknown,Comedy,Unknown,30
34491,Sagurare Otome The Animation,6.29,Hentai,Unknown,1
34492,Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,6.4,Hentai,Unknown,4
34494,Sakura Quest,7.41,"Slice of Life, Comedy",Sakura Quest,25
34497,Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"Adventure, Fantasy, Harem",Death March to the Parallel World Rhapsody,12
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.11,"Romance, Sci-Fi","Fireworks, Should We See It from the Side or the Bottom?",1
34500,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,Unknown,"Comedy, Music",Unknown,1
34501,Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo",Kenka Bancho Otome -Girl Beats Boys-,12
34502,Inazma Delivery,6.33,"Action, Sci-Fi, Comedy",Inazma Delivery,10
34503,KochinPa! Dainiki,4.85,Comedy,Unknown,24
34504,Seitokai Yakuindomo Movie,7.87,"Slice of Life, Comedy, School, Shounen",Unknown,1
34506,Idol Kyousei Sousa,4.69,Hentai,Unknown,2
34510,Hei Mao Jing Zhang,5.62,"Action, Adventure, Cars, Comedy, Kids, Police",Black Cat Detective,5
34511,Hei Mao Jing Zhang (1992),Unknown,"Action, Adventure, Cars, Comedy, Kids, Police",Black Cat Detective,12
34513,Days: Touin Gakuen-sen!,7.49,"Sports, School, Shounen",Unknown,3
34514,Pokemon Generations,7.46,"Action, Adventure, Fantasy, Game, Kids",Pokémon Generations,18
34519,Mobile Suit Gakuen: G-Reco Koushien,5.4,"Comedy, Parody, Sports, Mecha",Unknown,9
34522,"Wake Up, Girls! Shin Shou",6.5,"Music, Drama","Wake Up, Girls! New Chapter",12
34525,Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen",A Centaur's Life,12
34527,Go-chan.: Moko to Chinjuu no Mori no Nakama-tachi,Unknown,"Adventure, Kids",Unknown,1
34528,Mukashi Mukashi Momotarou,Unknown,"Demons, Fantasy, Historical",Unknown,1
34529,Toriko no Kusari,6.57,Hentai,Unknown,2
34530,Anata wa Watashi no Mono,6.19,Hentai,Unknown,2
34531,Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,Unknown,Comedy,Unknown,1
34532,Terra Formars: Earth-hen,6.42,"Action, Sci-Fi, Space, Horror, Drama, Seinen",Unknown,2
34533,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.88,"Action, Comedy, School",Nanbaka:Idiots with Student Numbers!,1
34534,Natsume Yuujinchou Go Specials,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Unknown,2
34535,Koisuru Shirokuma,6.74,"Comedy, Josei, Shounen Ai",Koi Suru Shirokuma,Unknown
34537,Yoru wa Mijikashi Arukeyo Otome,8.23,"Comedy, Romance","Night Is Short, Walk on Girl",1
34538,"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",5.81,"Magic, Supernatural",Unknown,1
34539,Saint Seiya: Saintia Shou,5.61,"Action, Adventure, Seinen",Unknown,10
34540,Pokemon Movie 20: Kimi ni Kimeta!,7.08,"Action, Adventure, Comedy, Kids",Pokémon the Movie:I Choose You!,1
34541,Mary to Majo no Hana,7.28,"Adventure, Fantasy, Magic",Mary and the Witch's Flower,1
34542,Inuyashiki,7.7,"Action, Drama, Psychological, Sci-Fi, Seinen",Inuyashiki:Last Hero,11
34543,Dive!!,6.08,"Comedy, Sports",DIVE!!,12
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.72,"Action, Horror, Supernatural, Drama, Fantasy",Kabaneri of the Iron Fortress:The Battle of Unato,1
34547,Shoukoku no Altair,7.55,"Military, Adventure, Historical, Drama, Fantasy, Shounen",Altair:A Record of Battles,24
34548,Cheer Danshi!! Specials,6.03,"Sports, School",Unknown,2
34549,Ryuu no Haisha,7.42,"Adventure, Fantasy",Unknown,2
34550,Warau Salesman New,6.27,"Comedy, Drama, Seinen",The Laughing Salesman,12
34552,Dream Festival! R,6.92,Music,Unknown,12
34561,Re:Creators,7.57,"Action, Sci-Fi, Fantasy, Mecha",Re:CREATORS,22
34565,Jikan no Shihaisha,6.33,"Supernatural, Shounen",Chronos Ruler,13
34566,Boruto: Naruto Next Generations,5.81,"Action, Adventure, Super Power, Martial Arts, Shounen",Boruto:Naruto Next Generations,Unknown
34572,Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen",Black Clover,170
34577,Nanatsu no Taizai: Imashime no Fukkatsu,7.84,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",The Seven Deadly Sins:Revival of the Commandments,24
34580,Nana Maru San Batsu,6.7,"Game, School, Seinen",Fastest Finger First,12
34589,"Onihei: Sono Otoko, Heizou Hasegawa",6.29,"Historical, Seinen",Unknown,1
34591,Natsume Yuujinchou Roku,8.65,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends Season 6,11
34592,Fushigi Naido,Unknown,"Historical, Kids, Fantasy",Unknown,1
34595,"""Parade"" de Satie",5.44,"Music, Dementia","""Parade"" de Satie",1
34599,Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Made in Abyss,13
34600,Nagoya Tetsudou Special Movie,Unknown,Slice of Life,Unknown,1
34601,Kubbe Gachapin Mukku,Unknown,Fantasy,Kubbe Gachapin Mukku,1
34602,Guomin Laogong Dai Huijia,6.1,"Drama, Romance, School",Unknown,12
34604,UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,"Action, Sci-Fi, Magic, Fantasy, Shounen",Unknown,3
34607,Lostorage Conflated WIXOSS,7.1,"Game, Psychological",Unknown,12
34611,Answer (2016),7.31,"Music, Drama, Seinen",Unknown,1
34612,Saiki Kusuo no Ψ-nan 2,8.48,"Slice of Life, Comedy, Supernatural, School, Shounen",The Disastrous Life of Saiki K. 2,24
34613,Garo: Honoo no Kokuin - Yurugaro,5.53,"Comedy, Fantasy, Parody",Unknown,23
34614,Teekyuu 8 Specials,6.05,"Comedy, Sports, Shounen",Unknown,2
34615,Usakame Special,5.54,"Comedy, Sports, Shounen",Unknown,1
34618,Blend S,7.36,"Slice of Life, Comedy",BLEND-S,12
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama",YU-NO:A girl who chants love at the bound of this world.,26
34622,Giant Robo,5.88,"Action, Mecha",Unknown,1
34623,Bakuon!! no Kobeya,6.13,"Comedy, Seinen, Slice of Life",Unknown,4
34625,Master of Torque: Epilogue,5.56,Cars,Master of Torque:Epilogue,1
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.07,"Magic, Adventure, Fantasy, Comedy, Supernatural",KonoSuba:God's Blessing on This Wonderful World! 2:God's blessing on this wonderful Art!,1
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,Unknown,Comedy,Unknown,1
34629,MiniGARO,Unknown,Comedy,Unknown,2
34630,MiniGARO Manner Movie,Unknown,Comedy,Unknown,2
34631,Aitata Bocchi,5.68,"Dementia, Drama","Ouch, Chou Chou",1
34632,Such a Good Place to Die,5.71,Dementia,Such a Good Place to Die,1
34633,Origami of Landscape,5.34,Dementia,Unknown,1
34634,Sakana no Iu Koto wo Kiku,5.52,"Dementia, Drama",Do as the Fish Tells You,1
34636,Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports",Welcome to the Ballroom,24
34638,Jitaku Keibiin,6.69,Hentai,Unknown,4
34639,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,6.63,Hentai,Unknown,1
34642,Shingeki no Bahamut: Genesis - Short Story,7.13,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",Unknown,2
34643,Kokekkou-san,Unknown,Kids,Kokomom,26
34644,Brave Witches: Petersburg Daisenryaku,7.02,"Action, Ecchi, Magic, Military, Sci-Fi",Brave Witches:Petersburg Grand Strategy,1
34647,3-gatsu no Lion Recap,6.71,Drama,Marches Comes in Like a Lion:Special Omnibus Episode,1
34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,7.14,"Action, Military, Sci-Fi, Drama, Mecha",Unknown,3
34651,Zenmaiji-kake no Truffe,Unknown,Fantasy,A Clockwork Truffe,2
34652,Mochi Mochi Panda,Unknown,Kids,Mochi Mochi Panda,4
34655,I Was King,6.28,"Fantasy, Music",Unknown,1
34656,Ai Uta: Since 2007,5.34,Music,Unknown,1
34657,Kawazuno Mekaridoki,5.92,Music,Unknown,1
34658,Nekopara OVA,6.98,"Comedy, Romance",Unknown,1
34659,Otokonoko ♂ Delivery,5.86,"Hentai, Yaoi",Unknown,1
34661,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.31,"Action, Fantasy, Game",An Encore and Continuance:Pandora's Box,1
34662,Fate/Apocrypha,7.16,"Action, Supernatural, Drama, Magic, Fantasy",Unknown,25
34664,Capsule Boy,Unknown,"Sci-Fi, Kids",Capsule Hero,26
34665,Kemy Lang Buka Chaka,Unknown,"Adventure, Kids","Kemy & Buka, Chaka",156
34666,Kemy,Unknown,Kids,Kemy,52
34667,Kemy Tamheomdae,Unknown,"Adventure, Kids",Kemy Expedition,26
34669,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,Unknown,"Comedy, Magic, Shoujo",Balala the Faries:Over the Rainbow,26
34670,Monster Strike Anime,6.34,"Action, Game, Fantasy",Monster Strike the Anime 2nd Season,23
34673,Shin Skyers 5 EX,Unknown,"Action, Sci-Fi",Unknown,12
34674,Hwasan Golae,Unknown,"Horror, Thriller",The Crimson Whale,1
34675,Chou Yuu Sekai: Being the Reality,6.22,"Action, Game, Adventure, Romance, Fantasy",Unknown,20
34676,Xiong Chumo Zhi: Xiari Lianlian Kan,Unknown,"Comedy, Kids",Boonies Bears:Sunsational Summer,52
34677,Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,Unknown,"Comedy, Kids",Boonie Bears:Autumn Awesomeness,52
34678,Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,5.9,Action,Unknown,1
34683,Hizukuri,Unknown,"Adventure, Sci-Fi",Unknown,1
34685,Kekkon Soudan Sho,Unknown,Music,Unknown,1
34688,Owara Nai Chinkonka wo Utaou,Unknown,"Supernatural, Drama",Unknown,4
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,Unknown,"Supernatural, Drama",Unknown,1
34690,Eiyuu ni wa Narenai Bokura Dakara,Unknown,School,Unknown,5
34691,Kyou mo Kyou to te Tape wa Mawaru,Unknown,Comedy,Unknown,1
34692,Umbrella Fighter!,Unknown,Slice of Life,Unknown,4
34693,"Saa, Ketatamashiki Kono Hibi ni",Unknown,Slice of Life,Unknown,4
34694,Kimi to no Tadashii Yakusoku,Unknown,Sports,Unknown,3
34695,Kimi to no Tadashii Yakusoku (2007),Unknown,Sports,Unknown,3
34696,Anata no Katagoshi Chotto Ue,Unknown,"Comedy, Supernatural",Unknown,3
34697,Shinmai,Unknown,"Slice of Life, Comedy",Unknown,4
34698,No Shiba no Shiba,Unknown,"Comedy, Supernatural, School",No Silver Bullets,2
34699,Sukui Agete Kurenai ka,Unknown,Slice of Life,Unknown,1
34700,Bikkuriman Kids: Theme Fighter Nyander,Unknown,"Kids, Parody",Unknown,4
34701,Girls★Battle Aloe Megumi,Unknown,"Action, Comedy, Kids",Unknown,24
34704,Hashi no Ue no Ookami,Unknown,Kids,Unknown,1
34705,Tejina Shi,Unknown,"Kids, Magic",Unknown,1
34706,Hitori Shika Inai Jibun,Unknown,"Historical, Kids",Unknown,1
34707,Hoshino-kun no Ni Rui-da,Unknown,"Kids, Sports",Unknown,1
34708,Kawaijuku Manavis CM,Unknown,Slice of Life,Unknown,1
34710,Choco Kyouju no Oheya,4.84,Comedy,Unknown,1
34711,Benpiyaku Colace,Unknown,Slice of Life,Unknown,7
34712,Kujira no Kora wa Sajou ni Utau,7.2,"Mystery, Super Power, Drama, Fantasy, Shoujo",Children of the Whales,12
34716,Crocotires Traction AAA,5.36,Sports,Unknown,1
34717,Warau Tsuki,Unknown,Kids,Laughing Moon,1
34718,Sekisou-tai,Unknown,Dementia,Laminated Structure,1
34719,the FLY BanD!,5.14,Music,the FLY BanD!,1
34720,In Search of Axis,4.83,Dementia,In Search of Axis,3
34721,Samuroid Zero,4.98,"Action, Samurai",Unknown,1
34722,Shiseido HG Super Hard,Unknown,Comedy,Unknown,6
34723,Youjo Shenki Episode 0,6.05,Parody,Unknown,1
34724,Junlin Chengxia,Unknown,"Comedy, Fantasy",The Man From; The Arrival of the Monarch,13
34725,Kaito x Ansa,5.03,Game,Kaito x Ansa,12
34726,Minna no Okayama-ken,Unknown,Slice of Life,Unknown,10
34733,One Room Special,5.41,Slice of Life,Unknown,1
34734,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.5,"Sports, School, Shounen",kura High School Girls Cycling Club:We're In Taiwan!!,1
34738,Sengoku Choujuu Giga: Otsu,5.91,"Historical, Demons, Supernatural, Samurai",SENGOKUCHOJYUGIGA,13
34740,Yareruko! Densha Ecchi,6.75,Hentai,Unknown,2
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),Unknown,"Adventure, Mecha, Police, Sci-Fi",Unknown,37
34742,Youjo Shenki,6.75,"Military, Comedy, Parody",Youjo Shenki,12
34743,Shita-kiri Suzume (1974),Unknown,"Historical, Kids",The Sparrow with the Slit Tongue,1
34744,Kumo no Gakkou,Unknown,"Slice of Life, Drama",Unknown,1
34745,Mahoujin Guruguru (2017),7.86,"Adventure, Fantasy, Magic, Comedy, Shounen",Magical Circle,24
34746,Fussa-shi PR Anime,Unknown,Slice of Life,Fussa City Promotion Animation,2
34747,Meikoku Gakuen: Jutai-hen,7.09,Hentai,Unknown,2
34751,Blood Lad: Kanketsu Kinen,6.53,"Music, Shounen, Vampire",Unknown,1
34753,ChäoS;Child Episode 0,6.27,"Sci-Fi, Mystery, Psychological, Supernatural",ChäoS;Child Episode 0,1
34754,Rilu Rilu Fairilu: Yousei no Door,6.6,"Slice of Life, Magic, Fantasy",Unknown,59
34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,Unknown,"Comedy, Kids",Unknown,1
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,Unknown,"Adventure, Kids",Unknown,1
34757,Town Workers,6.08,Slice of Life,TOWN WORKERS,3
34758,Momoiro Bouenkyou Anime Edition,5.72,Hentai,Unknown,1
34759,Green Eyes: Ane Kyun! yori The Animation,6.83,Hentai,Unknown,1
34762,Chen-Kuro Gakuen,Unknown,"Comedy, Parody, School",Unknown,3
34763,Kine-Pass Gekijou,Unknown,"Comedy, Parody",Unknown,3
34764,Kuro-Nikuru Girls,Unknown,"Comedy, Parody, School",Unknown,3
34765,Chein Kuro-Nikuru!!,5.64,"Comedy, Parody",Unknown,12
34766,Elsword: Ain-ui Gieog Animation,6.12,"Action, Fantasy",Unknown,1
34771,Dynamic Chord,4.71,Music,Dynamic Chord,12
34776,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.7,"Action, Sci-Fi, Adventure, Drama, Mecha",Unknown,5
34777,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.88,"Action, Historical, Drama",91 Days:Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,1
34779,Ar:pieL - 6-seosgae-ui Unmyeong,Unknown,"Action, Fantasy",Unknown,11
34782,Tama Pawns,Unknown,"Comedy, Ecchi, Fantasy",Tama-Pawns,6
34784,Kuroko no Basket: Oshaberi Shiyou ka,7.12,"Comedy, Sports, School, Shounen",Unknown,1
34785,Tamashichi!,Unknown,Slice of Life,Unknown,1
34787,Idol Time PriPara,7.13,"Music, School, Shoujo",Unknown,51
34790,Shin Biofermin S,Unknown,Slice of Life,Unknown,1
34792,Yoake Tsugeru Lu no Uta,7.43,"Adventure, Music, Supernatural, Fantasy",Lu Over the Wall,1
34794,Yukai na Animal Bus,Unknown,"Comedy, Kids",Funny Animal Bus,12
34795,Tamashii Insert,6.94,Hentai,Unknown,2
34798,Yuru Camp△,8.27,"Slice of Life, Comedy",Laid-Back Camp,12
34799,PriPri Chii-chan!!,6.24,"Sci-Fi, Comedy, Shoujo",PriPri Chi-chan!!,36
34800,Action Heroine Cheer Fruits,6.55,"Comedy, School, Slice of Life",Action Heroine Cheer Fruits,12
